channel,acquireIndividualId,acquireInfectionIds,acquireTime,concurrentInfectionIds,node_id,transmitGametocyteDensities,transmitIndividualId,transmitInfectionIds,transmitTime,vectorId
group,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941
sim_id,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941
589,0,[],9137,[],340461476,[112.7434844971],1176,[311960],9137,9657005
590,0,[],9137,[],340461476,[6.152370452881],1002,[312357],9137,9663253
591,0,[],9137,[],340461476,[16.97260093689],994,[312331],9137,9650591
592,0,[],9137,[],340461476,"[0.1600028574467, 0.2609513401985, 0.1375403106213, 27.17066764832, 38.32819366455, 2.413850069046]",1071,"[310462, 311536, 311659, 311856, 311870, 312085]",9137,9625181
593,0,[],9137,[],340461476,"[0.2219470441341, 0.630178809166, 125.9394226074]",1097,"[309713, 311378, 312286]",9137,9644140
594,0,[],9137,[],340461476,"[0.08246186375618, 387.1956481934]",1080,"[311634, 312338]",9137,9663115
595,0,[],9137,[],340461476,"[80.90821075439, 131.2950592041, 0.09155651926994]",1103,"[312200, 312340, 312459]",9137,9656828
596,0,[],9137,[],340461476,"[0.02511344663799, 0.07412683218718, 897.4089355469, 0.1398506313562]",1096,"[310102, 311034, 312326, 312484]",9137,9663095
597,0,[],9137,[],340461476,"[0.08246186375618, 387.1956481934]",1080,"[311634, 312338]",9137,9663094
598,0,[],9137,[],340461476,"[0.0001964714756468, 0.08392619341612, 0.5233415365219, 85.49767303467]",1134,"[309869, 310164, 310487, 311925]",9137,9653545
599,0,[],9137,[],340461476,"[0.121055804193, 7.998953342438, 0.08744399994612]",811,"[312106, 312257, 312279]",9137,9643804
600,0,[],9137,[],340461476,"[0.01140519976616, 0.1861540079117, 14.83804321289, 0.002568199997768]",930,"[312029, 312259, 312336, 312387]",9137,9659503
601,0,[],9137,[],340461476,"[0.02677193656564, 0.001163997221738, 0.08075608313084, 0.07530331611633, 48.19543838501]",1107,"[308791, 309767, 310921, 311017, 311878]",9137,9662697
602,17,[312979],9137,[],340461476,"[5.323655128479, 125.0724029541, 765.8823242188]",1090,"[311489, 311817, 311867]",9113,9637910
603,37,[312980],9137,[],340461476,[239.061706543],1095,[311980],9116,9606594
604,59,[312981],9137,[312541],340461476,"[7.447984218597, 0.0003306000144221]",35,"[311950, 312168]",9119,9596480
605,86,[312982],9137,[],340461476,"[0.02523243241012, 0.001969628268853, 0.02489539608359, 814.6532592773]",1134,"[309869, 310164, 310487, 311925]",9119,9644179
606,119,[312983],9137,"[312050, 312408, 312713]",340461476,"[5.323655128479, 125.0724029541, 765.8823242188]",1090,"[311489, 311817, 311867]",9113,9637910
607,988,[312984],9137,"[312035, 312516, 312828]",340461476,"[0.1306922733784, 67.58695983887]",1105,"[309577, 311104]",9086,9609132
608,273,[312985],9137,"[312269, 312808]",340461476,"[24.984375, 81.51943206787]",1094,"[311434, 311938]",9119,9615507
609,327,[312986],9137,[],340461476,[792.5463256836],1177,[311750],9101,9618854
610,352,[312987],9137,[312520],340461476,"[40.78414154053, 0.002470997394994]",1158,"[311768, 311940]",9104,9605719
611,530,[312988],9137,"[311637, 312912]",340461476,"[0.09866980463266, 317.3204650879]",920,"[311876, 311942]",9119,9631405
612,542,[312989],9137,[],340461476,"[24.984375, 81.51943206787]",1094,"[311434, 311938]",9119,9596347
613,588,[312990],9137,"[311366, 312628]",340461476,"[0.05018899962306, 339.282989502]",920,"[311876, 311942]",9116,9621449
614,974,[312991],9137,"[311811, 312574, 312915]",340461476,"[2.457893848419, 0.1639745533466, 35.10607147217]",1145,"[311091, 311131, 311608]",9116,9641047
615,686,[312992],9137,"[312209, 312363, 312872, 312936]",340461476,"[24.984375, 81.51943206787]",1094,"[311434, 311938]",9119,9596347
616,1011,[312993],9137,[312141],340461476,"[0.02991620078683, 1.985221266747]",310,"[311480, 311575]",9104,9627914
617,736,[312994],9137,[312750],340461476,"[0.05018899962306, 339.282989502]",920,"[311876, 311942]",9116,9621449
618,1022,[312995],9137,[312068],340461476,"[2.457893848419, 0.1639745533466, 35.10607147217]",1145,"[311091, 311131, 311608]",9116,9641047
619,769,[312996],9137,[],340461476,[0.1954794079065],999,[311389],9089,9612195
620,786,[312997],9137,[],340461476,"[0.01062921062112, 0.641061425209, 294.9938049316]",1160,"[310421, 310551, 312063]",9119,9593595
621,1045,[312998],9137,"[311662, 312107]",340461476,"[0.1808021664619, 7.549132347107, 65.35502624512, 62.44959640503]",1081,"[310341, 311032, 311473, 311568]",9092,9611945
622,884,[312999],9137,[312536],340461476,"[40.78414154053, 0.002470997394994]",1158,"[311768, 311940]",9104,9605719
623,1101,[313000],9137,"[311085, 311166]",340461476,[239.061706543],1095,[311980],9116,9606594
624,945,[313001],9137,[],340461476,"[24.984375, 81.51943206787]",1094,"[311434, 311938]",9119,9615507
625,568,[313002],9138,[312447],340461476,[],0,[],0,0
626,0,[],9138,[],340461476,"[0.0002832000027411, 39.77548217773]",11,"[311754, 312194]",9138,9661363
627,0,[],9138,[],340461476,[17.55135917664],959,[312246],9138,9645400
628,0,[],9138,[],340461476,"[0.01720399968326, 22.2008934021, 0.001553400070406]",90,"[312052, 312325, 312513]",9138,9651450
629,0,[],9138,[],340461476,"[0.2215434014797, 12.41429424286]",519,"[312183, 312288]",9138,9648079
630,0,[],9138,[],340461476,"[1.062572360039, 0.09019500017166, 8.585844039917, 0.003241800004616]",304,"[312091, 312175, 312329, 312437]",9138,9657545
631,0,[],9138,[],340461476,"[0.0191113781184, 0.1216070428491, 680.1683959961, 0.1060176789761]",1096,"[310102, 311034, 312326, 312484]",9138,9641634
632,0,[],9138,[],340461476,"[0.0191113781184, 0.1216070428491, 680.1683959961, 0.1060176789761]",1096,"[310102, 311034, 312326, 312484]",9138,9660628
633,0,[],9138,[],340461476,"[0.06253185123205, 293.4675292969]",1080,"[311634, 312338]",9138,9660573
634,0,[],9138,[],340461476,[12.86496639252],994,[312331],9138,9654255
635,0,[],9138,[],340461476,"[0.1090065985918, 0.1428290009499]",136,"[312199, 312227]",9138,9664513
636,0,[],9138,[],340461476,[0.0964246019721],35,[312168],9138,9654998
637,0,[],9138,[],340461476,[113.3680801392],953,[312389],9138,9661191
638,0,[],9138,[],340461476,"[2.109482526779, 38.29128265381]",1084,"[311538, 312016]",9138,9651559
639,0,[],9138,[],340461476,"[0.0191113781184, 0.1216070428491, 680.1683959961, 0.1060176789761]",1096,"[310102, 311034, 312326, 312484]",9138,9648329
640,0,[],9138,[],340461476,"[61.32472229004, 328.633026123, 0.6710485219955]",1103,"[312200, 312340, 312459]",9138,9660964
641,0,[],9138,[],340461476,"[0.003875199938193, 24.1739730835]",770,"[311965, 312307]",9138,9654604
642,0,[],9138,[],340461476,"[0.0191113781184, 0.1216070428491, 680.1683959961, 0.1060176789761]",1096,"[310102, 311034, 312326, 312484]",9138,9654347
643,0,[],9138,[],340461476,[558.9295654297],1122,[312378],9138,9651110
644,0,[],9138,[],340461476,"[2.109482526779, 38.29128265381]",1084,"[311538, 312016]",9138,9641420
645,48,[313003],9138,[312700],340461476,"[0.0009006846812554, 6.362068653107]",1097,"[309713, 311378]",9117,9622365
646,59,[313004],9138,"[312541, 312981]",340461476,[440.9961547852],1163,[311761],9120,9632297
647,108,[313005],9138,[],340461476,"[6.551644802094, 0.07792180031538]",537,"[311831, 311946]",9117,9629307
648,1130,[313006],9138,"[311574, 311840, 312703]",340461476,"[1.379446744919, 8.715516090393, 239.0979919434]",1162,"[311142, 311342, 311833]",9117,9642041
649,246,[313007],9138,[312001],340461476,"[6.551644802094, 0.07792180031538]",537,"[311831, 311946]",9117,9629307
650,258,[313008],9138,"[312630, 312861]",340461476,[213.7430419922],1215,[311803],9120,9644840
651,1014,[313009],9138,"[312023, 312099]",340461476,"[0.04372523725033, 41.94235992432]",1081,"[311032, 311568]",9111,9622402
652,389,[313010],9138,[],340461476,"[0.001284262165427, 11.82721710205]",1097,"[309713, 311378]",9120,9645128
653,1112,[313011],9138,[311056],340461476,"[6.551644802094, 0.07792180031538]",537,"[311831, 311946]",9117,9629307
654,454,[313012],9138,"[311979, 312136]",340461476,[1.507058262825],846,[311737],9114,9622876
655,1010,[313013],9138,[312572],340461476,[9.990579605103],400,[311845],9114,9638730
656,618,[313014],9138,[312557],340461476,"[1.423874497414, 20.19928359985, 186.0126037598]",1090,"[311489, 311817, 311867]",9120,9632633
657,620,[313015],9138,[312474],340461476,"[1.423874497414, 20.19928359985, 186.0126037598]",1090,"[311489, 311817, 311867]",9120,9632633
658,632,[313016],9138,"[311962, 312061, 312400, 312424, 312610, 312970]",340461476,"[0.1649056077003, 24.9401512146, 14.31578826904]",272,"[311792, 311882, 311910]",9114,9626408
659,654,[313017],9138,[312319],340461476,"[0.1649056077003, 24.9401512146, 14.31578826904]",272,"[311792, 311882, 311910]",9114,9626408
660,725,[313018],9138,"[312103, 312575]",340461476,"[0.03100419789553, 3.348322629929, 0.4352680146694, 92.42778778076, 227.215637207]",1077,"[309628, 311495, 311717, 311875, 311970]",9114,9628828
661,905,[313019],9138,[312245],340461476,[9.990579605103],400,[311845],9114,9638730
662,930,[313020],9138,"[312259, 312336, 312387, 312774]",340461476,"[0.1649056077003, 24.9401512146, 14.31578826904]",272,"[311792, 311882, 311910]",9114,9626408
663,931,[313021],9138,[311589],340461476,"[0.0009006846812554, 6.362068653107]",1097,"[309713, 311378]",9117,9622365
664,932,[313022],9138,"[312162, 312939]",340461476,[440.9961547852],1163,[311761],9120,9632297
665,739,[313023],9139,[],340461476,[],0,[],0,0
666,0,[],9139,[],340461476,"[0.0618285164237, 14.02773475647, 4.356514453888]",1055,"[309637, 311913, 312233]",9139,9665372
667,0,[],9139,[],340461476,[17.13163757324],1082,[311971],9139,9662009
668,0,[],9139,[],340461476,"[2.033621549606, 262.8703918457]",1128,"[311514, 312444]",9139,9665167
669,0,[],9139,[],340461476,[16.07856369019],994,[312331],9139,9639643
670,0,[],9139,[],340461476,"[0.164429500699, 35.29670715332]",1091,"[311204, 312115]",9139,9633244
671,0,[],9139,[],340461476,"[0.05108581483364, 0.00216559227556, 0.04760650917888, 0.04353567585349, 27.78159141541]",1107,"[308791, 309767, 310921, 311017, 311878]",9139,9658556
672,0,[],9139,[],340461476,"[0.01395160052925, 14.91565990448]",943,"[311855, 312368]",9139,9658429
673,0,[],9139,[],340461476,"[0.06364834308624, 0.07025388628244, 364.8808288574, 45.0696105957]",1175,"[309216, 310503, 312083, 312470]",9139,9659090
674,0,[],9139,[],340461476,[10.31805992126],207,[312303],9139,9658904
675,0,[],9139,[],340461476,"[46.51374053955, 249.073059082, 0.5085693597794]",1103,"[312200, 312340, 312459]",9139,9655800
676,0,[],9139,[],340461476,"[0.6790352463722, 180.4034729004]",1164,"[310582, 312125]",9139,9645947
677,0,[],9139,[],340461476,[85.94058990479],953,[312389],9139,9652226
678,0,[],9139,[],340461476,"[0.382098287344, 21.76639938354]",1094,"[311434, 311938]",9139,9645757
679,0,[],9139,[],340461476,"[1.537859678268, 40.67566299438]",1100,"[311899, 312412]",9139,9623485
680,89,[313024],9139,[312743],340461476,"[98.34490966797, 300.5018005371]",1167,"[311562, 311985]",9115,9633695
681,112,[313025],9139,[],340461476,[43.27046966553],966,[311955],9121,9627229
682,167,[313026],9139,[312034],340461476,"[0.2022945582867, 18.97730445862]",1077,"[309628, 310694]",9067,9579404
683,239,[313027],9139,[],340461476,[91.36643981934],983,[311587],9100,9598543
684,276,[313028],9139,"[311552, 312202, 312249, 312413]",340461476,[38.67403793335],1128,[311514],9103,9598298
685,480,[313029],9139,[],340461476,[12.35239601135],787,[312017],9121,9646656
686,490,[313030],9139,[],340461476,"[0.2022945582867, 18.97730445862]",1077,"[309628, 310694]",9067,9579404
687,500,[313031],9139,[312304],340461476,"[0.06238956004381, 0.2196938842535, 634.9247436523]",1130,"[309804, 311574, 311840]",9115,9627158
688,531,[313032],9139,[],340461476,"[0.06238956004381, 0.2196938842535, 634.9247436523]",1130,"[309804, 311574, 311840]",9115,9627158
689,543,[313033],9139,[312093],340461476,"[0.06238956004381, 0.2196938842535, 634.9247436523]",1130,"[309804, 311574, 311840]",9115,9627158
690,577,[313034],9139,[312291],340461476,"[0.01021442655474, 2.002983808517, 0.3631043732166, 32.89539337158, 413.4938659668]",1077,"[309628, 311495, 311717, 311875, 311970]",9118,9554552
691,585,[313035],9139,[],340461476,[91.36643981934],983,[311587],9100,9598543
692,622,[313036],9139,"[312240, 312423]",340461476,"[0.03023299947381, 0.1414926052094, 199.4333190918]",49,"[311509, 311628, 311801]",9106,9620537
693,806,[313037],9139,"[312348, 312624]",340461476,"[0.2022945582867, 18.97730445862]",1077,"[309628, 310694]",9067,9579404
694,853,[313038],9139,[312974],340461476,"[0.5000704526901, 14.01972579956, 209.6081848145]",1180,"[310197, 311506, 311577]",9103,9620269
695,910,[313039],9139,[],340461476,"[0.1327373981476, 4.488318443298]",341,"[311528, 311809]",9112,9617883
696,934,[313040],9139,"[312030, 312047, 312124]",340461476,"[0.5000704526901, 14.01972579956, 209.6081848145]",1180,"[310197, 311506, 311577]",9103,9620269
697,901,[313041],9140,[],340461476,[],0,[],0,0
698,0,[],9140,[],340461476,[49.64001083374],1120,[312237],9140,9666808
699,0,[],9140,[],340461476,"[0.005001673474908, 0.8732540607452, 0.5188220739365, 2.113150835037, 44.97255325317]",1077,"[311495, 311717, 311875, 311970, 312280]",9140,9657217
700,0,[],9140,[],340461476,[15.0285320282],1082,[311971],9140,9666711
701,0,[],9140,[],340461476,"[0.001864799996838, 7.413171768188]",896,"[311941, 312403]",9140,9666404
702,0,[],9140,[],340461476,[49.64001083374],1120,[312237],9140,9653715
703,0,[],9140,[],340461476,"[0.0004193999920972, 8.059766769409]",473,"[311810, 312419]",9140,9663206
704,0,[],9140,[],340461476,[17.69106864929],54,[312370],9140,9656865
705,0,[],9140,[],340461476,[115.1353302002],1197,[312391],9140,9663072
706,0,[],9140,[],340461476,"[1.540908336639, 199.228012085]",1128,"[311514, 312444]",9140,9662945
707,0,[],9140,[],340461476,"[0.1875271350145, 743.9682006836, 1.153544425964]",1096,"[311034, 312326, 312484]",9140,9634273
708,0,[],9140,[],340461476,"[1.940139532089, 24.75521469116]",1084,"[311538, 312016]",9140,9659532
709,0,[],9140,[],340461476,"[1.165846943855, 239.0381774902]",1100,"[311899, 312412]",9140,9665933
710,0,[],9140,[],340461476,"[8.265109062195, 218.4559173584, 0.0002915772201959]",1061,"[312270, 312415, 312601]",9140,9659450
711,0,[],9140,[],340461476,"[0.03598352149129, 285.875793457]",1080,"[311634, 312338]",9140,9662642
712,0,[],9140,[],340461476,[16.62649154663],1005,[312380],9140,9662590
713,0,[],9140,[],340461476,"[0.1875271350145, 743.9682006836, 1.153544425964]",1096,"[311034, 312326, 312484]",9140,9657272
714,0,[],9140,[],340461476,[150.1248626709],953,[312389],9140,9666608
715,0,[],9140,[],340461476,"[0.005001673474908, 0.8732540607452, 0.5188220739365, 2.113150835037, 44.97255325317]",1077,"[311495, 311717, 311875, 311970, 312280]",9140,9663344
716,0,[],9140,[],340461476,[0.6345582008362],306,[312176],9140,9657028
717,0,[],9140,[],340461476,"[0.03598352149129, 285.875793457]",1080,"[311634, 312338]",9140,9663274
718,0,[],9140,[],340461476,"[0.1875271350145, 743.9682006836, 1.153544425964]",1096,"[311034, 312326, 312484]",9140,9644165
719,0,[],9140,[],340461476,"[0.002227799966931, 15.86250782013]",770,"[311965, 312307]",9140,9663153
720,0,[],9140,[],340461476,"[8.265109062195, 218.4559173584, 0.0002915772201959]",1061,"[312270, 312415, 312601]",9140,9663014
721,0,[],9140,[],340461476,"[35.25457000732, 349.3032531738, 5.219088077545]",1103,"[312200, 312340, 312459]",9140,9662963
722,0,[],9140,[],340461476,[0.8016322255135],932,[312162],9140,9650309
723,0,[],9140,[],340461476,"[0.1246523931623, 26.75197601318]",1091,"[311204, 312115]",9140,9665931
724,0,[],9140,[],340461476,"[0.001046717399731, 375.4017944336]",1183,"[310883, 312143]",9140,9627808
725,0,[],9140,[],340461476,"[0.09578047692776, 0.1713669747114, 0.2591557204723, 12.61825752258, 17.26114463806, 3.79586315155]",1071,"[310462, 311536, 311659, 311856, 311870, 312085]",9140,9659430
726,0,[],9140,[],340461476,[7.820814609528],207,[312303],9140,9662579
727,0,[],9140,[],340461476,[150.1248626709],953,[312389],9140,9662584
728,87,[313042],9140,"[312263, 312806]",340461476,"[0.1325490325689, 0.201197206974, 25.36734771729]",1096,"[310102, 310298, 311034]",9107,9630811
729,98,[313043],9140,"[312302, 312596]",340461476,"[0.1306922733784, 67.58695983887]",1105,"[309577, 311104]",9086,9609132
730,122,[313044],9140,[312198],340461476,[70.4568939209],1195,[311181],9095,9615890
731,160,[313045],9140,[311881],340461476,[1.793729543686],1085,[311247],9107,9630936
732,288,[313046],9140,[],340461476,[1.793729543686],1085,[311247],9107,9630936
733,337,[313047],9140,[],340461476,[32.32046127319],97,[311683],9104,9615583
734,416,[313048],9140,[],340461476,"[0.02570600062609, 0.01420619990677, 0.1076849997044, 3.304455518723]",606,"[311390, 311534, 311693, 311710]",9110,9634368
735,534,[313049],9140,[311888],340461476,"[0.02523243241012, 0.001969628268853, 0.02489539608359, 814.6532592773]",1134,"[309869, 310164, 310487, 311925]",9119,9644179
736,685,[313050],9140,[],340461476,"[0.02523243241012, 0.001969628268853, 0.02489539608359, 814.6532592773]",1134,"[309869, 310164, 310487, 311925]",9119,9644179
737,761,[313051],9140,"[312156, 312838]",340461476,[32.32046127319],97,[311683],9104,9615583
738,767,[313052],9140,[312015],340461476,[16.17186355591],218,[311479],9107,9606209
739,788,[313053],9140,"[312210, 312347, 312558]",340461476,"[24.984375, 81.51943206787]",1094,"[311434, 311938]",9119,9615507
740,845,[313054],9140,[],340461476,[1.793729543686],1085,[311247],9107,9630936
741,927,[313055],9140,[],340461476,[155.2781982422],1102,[311511],9101,9625344
742,1101,[313056],9140,"[311085, 311166, 313000]",340461476,[52.4137878418],966,[311955],9119,9643789
743,955,[313057],9140,[],340461476,[792.5463256836],1177,[311750],9101,9618854
744,3,[313058],9141,"[312129, 312595, 312617]",340461476,[],0,[],0,0
745,1010,[313059],9141,"[312572, 313013]",340461476,[],0,[],0,0
746,0,[],9141,[],340461476,"[0.004329551476985, 0.905619263649, 0.5794073343277, 1.601568698883, 34.26457595825]",1077,"[311495, 311717, 311875, 311970, 312280]",9141,9667764
747,0,[],9141,[],340461476,[15.78029727936],943,[312368],9141,9648440
748,0,[],9141,[],340461476,"[0.1421400606632, 782.7028808594, 17.01671218872]",1096,"[311034, 312326, 312484]",9141,9667453
749,0,[],9141,[],340461476,"[0.1421400606632, 782.7028808594, 17.01671218872]",1096,"[311034, 312326, 312484]",9141,9632353
750,0,[],9141,[],340461476,"[26.72644042969, 264.7431640625, 3.956439733505]",1103,"[312200, 312340, 312459]",9141,9645145
751,0,[],9141,[],340461476,"[1.273126602173, 542.4152832031]",1128,"[311514, 312444]",9141,9660874
752,0,[],9141,[],340461476,"[0.04393680021167, 8.64933681488]",174,"[312353, 312411]",9141,9635356
753,0,[],9141,[],340461476,[557.919128418],1212,[312161],9141,9632206
754,0,[],9141,[],340461476,"[2.843588590622, 0.03888420015574, 0.003923799842596]",663,"[312254, 312362, 312425]",9141,9663943
755,0,[],9141,[],340461476,"[11.14718532562, 5.439999949886e-05]",806,"[312348, 312624]",9141,9654442
756,0,[],9141,[],340461476,[7.660464286804],959,[312246],9141,9657588
757,0,[],9141,[],340461476,"[0.06792491674423, 40.92975234985]",1148,"[310731, 311873]",9141,9651097
758,0,[],9141,[],340461476,[1.174401283264],1126,[312214],9141,9666920
759,0,[],9141,[],340461476,"[0.1421400606632, 782.7028808594, 17.01671218872]",1096,"[311034, 312326, 312484]",9141,9631928
760,0,[],9141,[],340461476,"[0.1421400606632, 782.7028808594, 17.01671218872]",1096,"[311034, 312326, 312484]",9141,9667880
761,0,[],9141,[],340461476,[13.03423118591],1038,[312486],9141,9655170
762,0,[],9141,[],340461476,"[336.9712524414, 0.8101708292961]",1016,"[312398, 312472]",9141,9651831
763,0,[],9141,[],340461476,"[13.66468906403, 0.1527391523123]",1095,"[311980, 312223]",9141,9648602
764,0,[],9141,[],340461476,"[6.289827823639, 165.5843963623, 0.001631328836083]",1061,"[312270, 312415, 312601]",9141,9661099
765,0,[],9141,[],340461476,"[336.9712524414, 0.8101708292961]",1016,"[312398, 312472]",9141,9667372
766,0,[],9141,[],340461476,"[0.1421400606632, 782.7028808594, 17.01671218872]",1096,"[311034, 312326, 312484]",9141,9641795
767,0,[],9141,[],340461476,"[0.127950206399, 57.05968475342]",1091,"[311204, 312115]",9141,9667223
768,0,[],9141,[],340461476,"[0.0001724000030663, 17.36409187317]",11,"[311754, 312194]",9141,9663931
769,0,[],9141,[],340461476,"[0.06792491674423, 40.92975234985]",1148,"[310731, 311873]",9141,9663677
770,0,[],9141,[],340461476,"[0.06000480055809, 0.07435960322618]",136,"[312199, 312227]",9141,9666891
771,61,[313060],9141,[312940],340461476,"[0.01640900783241, 0.0006278465734795, 0.05390474945307, 0.04589631035924, 208.5652618408]",1107,"[308791, 309767, 310921, 311017, 311878]",9120,9610101
772,91,[313061],9141,"[312033, 312170]",340461476,[9.990579605103],400,[311845],9114,9638730
773,133,[313062],9141,[312618],340461476,"[0.1351443231106, 271.1437072754]",1148,"[310731, 311873]",9108,9625894
774,200,[313063],9141,"[312497, 312926]",340461476,[9.990579605103],400,[311845],9114,9638730
775,216,[313064],9141,[312462],340461476,"[0.1135051995516, 1.314709186554]",470,"[311959, 312144]",9123,9648163
776,272,[313065],9141,[312720],340461476,"[0.04262259975076, 11.31386184692]",688,"[311409, 312086]",9123,9594294
777,1014,[313066],9141,"[312023, 312099, 313009]",340461476,"[0.0213360991329, 0.03370501473546, 0.5039743185043, 710.9419555664]",1130,"[309804, 310003, 311574, 311840]",9111,9635604
778,304,[313067],9141,"[312091, 312175, 312329, 312437]",340461476,"[0.1351443231106, 271.1437072754]",1148,"[310731, 311873]",9108,9625894
779,1055,[313068],9141,"[309637, 311913, 312233]",340461476,"[1.392518758774, 66.78151702881]",1045,"[311662, 312107]",9123,9648718
780,967,[313069],9141,[],340461476,"[0.01640900783241, 0.0006278465734795, 0.05390474945307, 0.04589631035924, 208.5652618408]",1107,"[308791, 309767, 310921, 311017, 311878]",9120,9610101
781,437,[313070],9141,"[312842, 312929]",340461476,[9.502903938293],362,[311829],9114,9597338
782,461,[313071],9141,"[312116, 312687]",340461476,"[0.03830040246248, 354.5494384766]",1148,"[310731, 311873]",9123,9629750
783,498,[313072],9141,[312966],340461476,[190.0796051025],1146,[311956],9117,9629560
784,994,[313073],9141,"[312331, 312760]",340461476,[190.0796051025],1146,[311956],9117,9629560
785,570,[313074],9141,"[312253, 312379, 312726, 312791, 312913]",340461476,"[0.02656069584191, 0.0146479960531, 0.2900609970093, 837.774230957]",1130,"[309804, 310003, 311574, 311840]",9114,9635123
786,636,[313075],9141,[],340461476,"[0.008327051065862, 0.001858850358985, 0.0283226352185, 330.4223022461]",1134,"[309869, 310164, 310487, 311925]",9123,9644649
787,645,[313076],9141,"[311696, 312476]",340461476,[217.9651641846],236,[311790],9108,9613259
788,687,[313077],9141,[],340461476,"[0.04262259975076, 11.31386184692]",688,"[311409, 312086]",9123,9594294
789,716,[313078],9141,"[312242, 312505]",340461476,"[0.1044230461121, 251.7470550537]",1183,"[310883, 312143]",9123,9635492
790,1127,[313079],9141,[311812],340461476,"[0.03830040246248, 354.5494384766]",1148,"[310731, 311873]",9123,9629750
791,849,[313080],9141,[],340461476,"[0.1044230461121, 251.7470550537]",1183,"[310883, 312143]",9123,9635492
792,876,[313081],9141,[],340461476,"[0.05842199921608, 58.98209381104]",924,"[311825, 311992]",9120,9642173
793,880,[313082],9141,[312625],340461476,[9.990579605103],400,[311845],9114,9638730
794,923,[313083],9141,"[312226, 312480, 312559, 312615]",340461476,"[0.0265698004514, 27.86235618591]",924,"[311825, 311992]",9123,9645267
795,924,[313084],9141,[311992],340461476,[440.9961547852],1163,[311761],9120,9632297
796,0,[],9142,[],340461476,"[0.2170558720827, 593.240234375, 12.89627075195]",1096,"[311034, 312326, 312484]",9142,9659209
797,0,[],9142,[],340461476,"[20.25726127625, 252.2239532471, 19.66940879822]",1103,"[312200, 312340, 312459]",9142,9662262
798,0,[],9142,[],340461476,"[0.2170558720827, 593.240234375, 12.89627075195]",1096,"[311034, 312326, 312484]",9142,9652504
799,0,[],9142,[],340461476,"[0.005746799986809, 15.93364524841, 0.009787799790502]",90,"[312052, 312325, 312513]",9142,9668265
800,0,[],9142,[],340461476,[12.60499382019],5,[312390],9142,9668125
801,0,[],9142,[],340461476,"[0.3510890007019, 0.03091700002551, 5.77561712265, 0.01096979994327]",304,"[312091, 312175, 312329, 312437]",9142,9652215
802,0,[],9142,[],340461476,"[0.2197491973639, 45.20763015747]",1066,"[311720, 312433]",9142,9658483
803,0,[],9142,[],340461476,"[255.4423217773, 6.471377372742]",1016,"[312398, 312472]",9142,9645834
804,0,[],9142,[],340461476,[8.028264045715],994,[312331],9142,9643573
805,0,[],9142,[],340461476,[114.3425750732],953,[312389],9142,9668874
806,0,[],9142,[],340461476,"[0.1706368029118, 123.266418457]",1085,"[311247, 312504]",9142,9643445
807,0,[],9142,[],340461476,[114.3425750732],953,[312389],9142,9668341
808,0,[],9142,[],340461476,[28.86393737793],1120,[312237],9142,9665068
809,0,[],9142,[],340461476,"[1.602895855904, 15.27407169342]",1084,"[311538, 312016]",9142,9601788
810,0,[],9142,[],340461476,"[0.2170558720827, 593.240234375, 12.89627075195]",1096,"[311034, 312326, 312484]",9142,9664878
811,0,[],9142,[],340461476,"[0.0001279999996768, 13.162774086]",11,"[311754, 312194]",9142,9632977
812,0,[],9142,[],340461476,"[0.01375546772033, 41.88626098633]",1160,"[310421, 312063]",9142,9658376
813,7,[313085],9142,[312825],340461476,"[196.2015838623, 0.0003249951405451]",1095,"[311980, 312223]",9121,9630664
814,143,[313086],9142,"[312282, 312352, 312715]",340461476,"[0.3924055397511, 1.86443567276, 219.0197753906]",1162,"[311142, 311342, 311833]",9124,9645771
815,965,[313087],9142,[312886],340461476,"[196.2015838623, 0.0003249951405451]",1095,"[311980, 312223]",9121,9630664
816,212,[313088],9142,[312517],340461476,[8.113357543945],1033,[311905],9112,9636721
817,258,[313089],9142,"[312630, 312861, 313008]",340461476,"[196.2015838623, 0.0003249951405451]",1095,"[311980, 312223]",9121,9630664
818,287,[313090],9142,[311931],340461476,[252.741973877],140,[311332],9082,9604677
819,1159,[313091],9142,"[309176, 311090, 312863]",340461476,"[196.2015838623, 0.0003249951405451]",1095,"[311980, 312223]",9121,9630664
