channel,acquireIndividualId,acquireInfectionIds,acquireTime,concurrentInfectionIds,node_id,transmitGametocyteDensities,transmitIndividualId,transmitInfectionIds,transmitTime,vectorId
group,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941
sim_id,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941,1b2eae64-8120-ec11-9ecd-9440c9bee941
0,0,[],9125,[],340461476,[0.6840558052063],1066,[311720],9125,9644304
1,0,[],9125,[],340461476,"[1.013051986694, 157.7180480957]",1045,"[311662, 312107]",9125,9641065
2,0,[],9125,[],340461476,"[0.02544847503304, 0.5380592942238, 135.5097198486]",1113,"[310710, 311098, 312152]",9125,9606385
3,0,[],9125,[],340461476,[12.5159702301],209,[312053],9125,9625248
4,0,[],9125,[],340461476,"[0.05294736474752, 579.776550293]",1148,"[310731, 311873]",9125,9640973
5,0,[],9125,[],340461476,[141.1438140869],1163,[311761],9125,9631325
6,0,[],9125,[],340461476,"[17.56692695618, 108.156578064, 320.7047424316]",1090,"[311489, 311817, 311867]",9125,9647250
7,0,[],9125,[],340461476,[693.3383178711],1212,[312161],9125,9621840
8,0,[],9125,[],340461476,"[0.8669345378876, 258.5356445312]",1091,"[311204, 312115]",9125,9647173
9,0,[],9125,[],340461476,"[0.05998710915446, 532.3887939453]",1183,"[310883, 312143]",9125,9634493
10,0,[],9125,[],340461476,"[0.02544847503304, 0.5380592942238, 135.5097198486]",1113,"[310710, 311098, 312152]",9125,9640772
11,0,[],9125,[],340461476,[141.1438140869],1163,[311761],9125,9647063
12,0,[],9125,[],340461476,[9.907291412354],1177,[311750],9125,9647058
13,0,[],9125,[],340461476,"[0.08183746784925, 0.01601541601121, 305.6288452148]",1130,"[309804, 311574, 311840]",9125,9650352
14,0,[],9125,[],340461476,"[0.02747480012476, 79.13269042969, 0.002869399962947]",593,"[312101, 312118, 312239]",9125,9640621
15,0,[],9125,[],340461476,"[0.01557220052928, 16.04998016357]",924,"[311825, 311992]",9125,9618194
16,0,[],9125,[],340461476,"[0.1857443153858, 0.0007623352576047, 200.8199005127]",1115,"[311024, 311410, 311852]",9125,9634077
17,0,[],9125,[],340461476,"[0.02747480012476, 79.13269042969, 0.002869399962947]",593,"[312101, 312118, 312239]",9125,9650076
18,0,[],9125,[],340461476,"[0.05294736474752, 579.776550293]",1148,"[310731, 311873]",9125,9650047
19,0,[],9125,[],340461476,[693.3383178711],1212,[312161],9125,9634970
20,0,[],9125,[],340461476,"[0.04598509147763, 0.2459238320589, 206.3464660645]",1160,"[310421, 310551, 312063]",9125,9641329
21,0,[],9125,[],340461476,"[0.003529200097546, 0.00274799996987, 19.52797889709]",11,"[311754, 311974, 312194]",9125,9644423
22,0,[],9125,[],340461476,[9.542759895325],374,[312039],9125,9637968
23,0,[],9125,[],340461476,[6.751259326935],1165,[311666],9125,9650672
24,0,[],9125,[],340461476,[12.5159702301],209,[312053],9125,9637820
25,0,[],9125,[],340461476,"[0.5139890313148, 1.412964582443, 364.3901367188]",1162,"[311142, 311342, 311833]",9125,9640938
26,0,[],9125,[],340461476,"[0.08183746784925, 0.01601541601121, 305.6288452148]",1130,"[309804, 311574, 311840]",9125,9647218
27,0,[],9125,[],340461476,[1.484198451042],929,[312028],9125,9650484
28,0,[],9125,[],340461476,[9.542759895325],374,[312039],9125,9647145
29,0,[],9125,[],340461476,"[10.76144790649, 0.005223200190812, 0.0008526000310667]",566,"[312059, 312185, 312289]",9125,9637569
30,0,[],9125,[],340461476,"[6.144514083862, 0.002157800132409]",948,"[312031, 312188]",9125,9631133
31,0,[],9125,[],340461476,"[0.02544847503304, 0.5380592942238, 135.5097198486]",1113,"[310710, 311098, 312152]",9125,9647050
32,0,[],9125,[],340461476,"[12.7496843338, 0.04311900213361]",1014,"[312023, 312099]",9125,9631058
33,0,[],9125,[],340461476,"[0.00463150581345, 0.0001710929791443, 0.1180197447538, 0.2976806163788, 612.9488525391]",1107,"[308791, 309767, 310921, 311017, 311878]",9125,9640617
34,0,[],9125,[],340461476,"[0.005787078756839, 0.6668115854263, 0.1090657487512, 166.8901977539]",1079,"[310725, 311446, 311465, 312137]",9125,9621397
35,0,[],9125,[],340461476,"[0.8669345378876, 258.5356445312]",1091,"[311204, 312115]",9125,9643633
36,53,[312742],9125,[],340461476,"[0.0119310002774, 38.34889984131]",1003,"[311427, 311595]",9104,9621667
37,89,[312743],9125,[],340461476,[88.53433990479],236,[311790],9104,9627843
38,115,[312744],9125,[311838],340461476,"[0.07834620028734, 15.59920501709]",543,"[310789, 310969]",9062,9568000
39,157,[312745],9125,[],340461476,"[14.70090293884, 21.97718429565]",373,"[311654, 311747]",9104,9612650
40,241,[312746],9125,"[311900, 312230, 312267]",340461476,"[4.864150524139, 6.297063827515]",671,"[311590, 311599]",9101,9622320
41,1031,[312747],9125,[311202],340461476,[51.41199874878],97,[311683],9101,9596281
42,556,[312748],9125,"[311348, 312024]",340461476,"[4.864150524139, 6.297063827515]",671,"[311590, 311599]",9101,9622320
43,631,[312749],9125,[311983],340461476,[88.53433990479],236,[311790],9104,9627843
44,736,[312750],9125,[],340461476,"[0.0119310002774, 38.34889984131]",1003,"[311427, 311595]",9104,9621667
45,873,[312751],9125,"[311738, 312509]",340461476,"[9.351809501648, 8.514588356018, 191.4120788574]",1079,"[310725, 311446, 311465]",9086,9546123
46,1191,[312752],9125,"[309063, 310264, 311496]",340461476,[16.17186355591],218,[311479],9107,9606209
47,67,[312753],9126,[],340461476,[],0,[],0,0
48,0,[],9126,[],340461476,[4.541930198669],787,[312017],9126,9639130
49,0,[],9126,[],340461476,[4.395079135895],947,[312164],9126,9645543
50,0,[],9126,[],340461476,"[0.0401022285223, 439.3680419922]",1148,"[310731, 311873]",9126,9645518
51,0,[],9126,[],340461476,"[0.004369322676212, 0.5054745078087, 0.08286342024803, 333.1348266602]",1079,"[310725, 311446, 311465, 312137]",9126,9651712
52,0,[],9126,[],340461476,"[0.004369322676212, 0.5054745078087, 0.08286342024803, 333.1348266602]",1079,"[310725, 311446, 311465, 312137]",9126,9645451
53,0,[],9126,[],340461476,[12.80955219269],966,[311955],9126,9642200
54,0,[],9126,[],340461476,"[0.04537690058351, 1012.920959473]",1183,"[310883, 312143]",9126,9651625
55,0,[],9126,[],340461476,"[0.1406457275152, 0.0005688418750651, 321.5178833008]",1115,"[311024, 311410, 311852]",9126,9638960
56,0,[],9126,[],340461476,"[0.6572486162186, 195.9517211914]",1091,"[311204, 312115]",9126,9607278
57,0,[],9126,[],340461476,"[9.420292854309, 0.0002251999976579]",409,"[312080, 312316]",9126,9648299
58,0,[],9126,[],340461476,"[1.178004026413, 216.8722991943]",1045,"[311662, 312107]",9126,9651325
59,0,[],9126,[],340461476,"[0.004369322676212, 0.5054745078087, 0.08286342024803, 333.1348266602]",1079,"[310725, 311446, 311465, 312137]",9126,9635348
60,0,[],9126,[],340461476,"[13.31404018402, 81.97570800781, 243.068069458]",1090,"[311489, 311817, 311867]",9126,9632108
61,0,[],9126,[],340461476,"[13.31404018402, 81.97570800781, 243.068069458]",1090,"[311489, 311817, 311867]",9126,9638524
62,0,[],9126,[],340461476,"[0.004369322676212, 0.5054745078087, 0.08286342024803, 333.1348266602]",1079,"[310725, 311446, 311465, 312137]",9126,9651168
63,0,[],9126,[],340461476,"[1.178004026413, 216.8722991943]",1045,"[311662, 312107]",9126,9641625
64,0,[],9126,[],340461476,"[0.03497060015798, 10.7812128067]",688,"[311409, 312086]",9126,9641498
65,0,[],9126,[],340461476,"[0.04537690058351, 1012.920959473]",1183,"[310883, 312143]",9126,9645664
66,0,[],9126,[],340461476,"[3.442600727081, 14.53244495392]",454,"[311979, 312136]",9126,9581990
67,0,[],9126,[],340461476,"[0.6572486162186, 195.9517211914]",1091,"[311204, 312115]",9126,9622959
68,0,[],9126,[],340461476,[108.3221969604],1163,[311761],9126,9626201
69,0,[],9126,[],340461476,"[0.004510042257607, 0.0001309774379479, 0.2580807805061, 0.2255223095417, 464.5505065918]",1107,"[308791, 309767, 310921, 311017, 311878]",9126,9645242
70,0,[],9126,[],340461476,[4.541930198669],787,[312017],9126,9651456
71,0,[],9126,[],340461476,[76.55422973633],1215,[311803],9126,9635513
72,0,[],9126,[],340461476,"[0.02942621521652, 0.3947983086109, 1.766373872757, 7.731560707092, 6.953551769257, 44.50420761108]",1071,"[310462, 311536, 311659, 311856, 311870, 312085]",9126,9638784
73,0,[],9126,[],340461476,"[0.004510042257607, 0.0001309774379479, 0.2580807805061, 0.2255223095417, 464.5505065918]",1107,"[308791, 309767, 310921, 311017, 311878]",9126,9641876
74,0,[],9126,[],340461476,[0.2177478075027],974,[311811],9126,9613360
75,0,[],9126,[],340461476,"[0.389572173357, 1.089641928673, 276.1396179199]",1162,"[311142, 311342, 311833]",9126,9651241
76,0,[],9126,[],340461476,"[0.111801803112, 21.64464759827, 0.0004530000151135]",1004,"[312070, 312120, 312324]",9126,9651142
77,0,[],9126,[],340461476,"[0.07954920083284, 59.98499298096, 0.002184800105169]",593,"[312101, 312118, 312239]",9126,9651130
78,0,[],9126,[],340461476,"[0.1406457275152, 0.0005688418750651, 321.5178833008]",1115,"[311024, 311410, 311852]",9126,9651084
79,0,[],9126,[],340461476,[2.851103544235],773,[311986],9126,9638371
80,0,[],9126,[],340461476,"[0.02348400093615, 49.09968185425]",920,"[311876, 311942]",9126,9647800
81,50,[312754],9126,"[311835, 311897, 312540]",340461476,[261.8851013184],1177,[310356],9042,9547122
82,63,[312755],9126,[311818],340461476,"[113.4551544189, 5.44627904892]",1118,"[311116, 311411]",9090,9613093
83,155,[312756],9126,"[311684, 312515, 312585]",340461476,"[0.08272900432348, 12.56847381592]",636,"[311640, 311781]",9108,9629244
84,375,[312757],9126,[311610],340461476,[815.4987182617],1092,[311743],9105,9629264
85,456,[312758],9126,"[312008, 312180]",340461476,[261.8851013184],1177,[310356],9042,9547122
86,469,[312759],9126,[312396],340461476,"[0.1877222061157, 0.2525739967823]",804,"[311586, 311621]",9099,9613852
87,994,[312760],9126,[312331],340461476,"[0.08272900432348, 12.56847381592]",636,"[311640, 311781]",9108,9629244
88,512,[312761],9126,"[312182, 312205]",340461476,[815.4987182617],1092,[311743],9105,9629264
89,533,[312762],9126,[],340461476,[261.8851013184],1177,[310356],9042,9547122
90,572,[312763],9126,[312689],340461476,"[17.02173805237, 144.7454833984]",1161,"[311388, 311573]",9105,9604290
91,976,[312764],9126,"[311892, 312381]",340461476,"[0.0009688981226645, 207.1054992676]",1129,"[309112, 311093]",9087,9610068
92,695,[312765],9126,"[311851, 312154, 312294]",340461476,"[0.08981682360172, 600.6224365234]",1094,"[310304, 311434]",9087,9603685
93,702,[312766],9126,[],340461476,"[5.737121105194, 0.002255599945784]",590,"[311490, 311533]",9087,9569355
94,720,[312767],9126,[],340461476,[63.07814407349],1167,[311562],9087,9607533
95,770,[312768],9126,"[311027, 311965, 312307, 312694]",340461476,"[113.4551544189, 5.44627904892]",1118,"[311116, 311411]",9090,9613093
96,814,[312769],9126,[],340461476,[185.4852600098],1090,[311489],9087,9591319
97,842,[312770],9126,[312711],340461476,"[21.01278877258, 0.1021990329027, 25.38375854492]",1145,"[311091, 311131, 311608]",9108,9632454
98,1009,[312771],9126,[311542],340461476,[63.07814407349],1167,[311562],9087,9607533
99,875,[312772],9126,"[311994, 312110]",340461476,"[0.1351443231106, 271.1437072754]",1148,"[310731, 311873]",9108,9625894
100,881,[312773],9126,"[312095, 312614]",340461476,"[0.1877222061157, 0.2525739967823]",804,"[311586, 311621]",9099,9613852
101,930,[312774],9126,"[312029, 312259, 312336, 312387]",340461476,[67.11248016357],236,[311790],9105,9629420
102,209,[312775],9127,[312053],340461476,[],0,[],0,0
103,373,[312776],9127,"[311747, 312003]",340461476,[],0,[],0,0
104,0,[],9127,[],340461476,[277.7592773438],1204,[312217],9127,9649787
105,0,[],9127,[],340461476,"[0.01463564671576, 0.5275920033455, 245.9501037598]",1113,"[310710, 311098, 312152]",9127,9652824
106,0,[],9127,[],340461476,"[0.07279179990292, 5.93879365921]",632,"[311962, 312061]",9127,9646420
107,0,[],9127,[],340461476,"[0.8931683897972, 164.3997955322]",1045,"[311662, 312107]",9127,9652523
108,0,[],9127,[],340461476,[52.63108062744],1123,[312135],9127,9620738
109,0,[],9127,[],340461476,"[0.002013799967244, 0.002033800119534, 107.3550491333]",11,"[311754, 311974, 312194]",9127,9649354
110,0,[],9127,[],340461476,"[0.01049142330885, 0.4058152139187, 0.06286827474833, 252.4897003174]",1079,"[310725, 311446, 311465, 312137]",9127,9649341
111,0,[],9127,[],340461476,"[0.5984188318253, 225.2864532471]",1091,"[311204, 312115]",9127,9642612
112,0,[],9127,[],340461476,"[0.01463564671576, 0.5275920033455, 245.9501037598]",1113,"[310710, 311098, 312152]",9127,9652053
113,0,[],9127,[],340461476,"[0.001707154675387, 0.03459808602929, 553.6228637695]",1175,"[309216, 310503, 312083]",9127,9640302
114,0,[],9127,[],340461476,"[0.1642581820488, 635.9824829102]",1164,"[310582, 312125]",9127,9653042
115,0,[],9127,[],340461476,"[0.002013799967244, 0.002033800119534, 107.3550491333]",11,"[311754, 311974, 312194]",9127,9639889
116,0,[],9127,[],340461476,"[0.08832619339228, 574.7659301758]",1148,"[310731, 311873]",9127,9630311
117,0,[],9127,[],340461476,"[0.4851337075233, 30.83908653259]",1161,"[311388, 311573]",9127,9652494
118,0,[],9127,[],340461476,"[0.05864941328764, 141.9226837158]",1192,"[310838, 311936]",9127,9633378
119,0,[],9127,[],340461476,[131.0773925781],1120,[312237],9127,9652404
120,0,[],9127,[],340461476,"[2.604082345963, 7.385081291199, 4.030304908752]",1023,"[311978, 312179, 312221]",9127,9646020
121,0,[],9127,[],340461476,[82.0901260376],1163,[311761],9127,9630048
122,0,[],9127,[],340461476,[2.991222858429],885,[311588],9127,9633252
123,0,[],9127,[],340461476,"[0.1702858060598, 22.03310012817, 0.0003480000013951]",1004,"[312070, 312120, 312324]",9127,9652305
124,0,[],9127,[],340461476,"[0.06021540239453, 71.3914642334, 0.006760800257325]",593,"[312101, 312118, 312239]",9127,9573140
125,0,[],9127,[],340461476,"[0.05268521606922, 0.009934815578163, 359.9494628906]",1130,"[309804, 311574, 311840]",9127,9642774
126,0,[],9127,[],340461476,"[9.710519790649, 0.0004180000105407]",966,"[311955, 312354]",9127,9645779
127,0,[],9127,[],340461476,"[9.710519790649, 0.0004180000105407]",966,"[311955, 312354]",9127,9652069
128,0,[],9127,[],340461476,"[0.05268521606922, 0.009934815578163, 359.9494628906]",1130,"[309804, 311574, 311840]",9127,9623435
129,0,[],9127,[],340461476,[15.6593914032],874,[312122],9127,9642525
130,0,[],9127,[],340461476,"[1.562973976135, 3.685640335083]",987,"[311967, 312026]",9127,9648834
131,1073,[312777],9127,[],340461476,"[0.3808419108391, 17.43069267273, 195.496383667]",1180,"[310197, 311506, 311577]",9106,9623982
132,88,[312778],9127,[312584],340461476,[6.415345668793],1016,[311099],9073,9579914
133,978,[312779],9127,[],340461476,"[0.02991659007967, 462.9128723145]",1094,"[310304, 311434]",9091,9595144
134,207,[312780],9127,[312303],340461476,"[0.00608024885878, 0.2648611664772, 638.2354736328]",1191,"[309063, 310264, 311496]",9103,9620383
135,213,[312781],9127,[312393],340461476,[67.82292938232],97,[311683],9100,9621219
136,1111,[312782],9127,[],340461476,"[0.291646361351, 190.1275177002]",1097,"[309713, 311378]",9082,9579876
137,1061,[312783],9127,"[312270, 312415, 312601]",340461476,[201.8130645752],1059,[311780],9106,9614133
138,308,[312784],9127,[311901],340461476,[91.36643981934],983,[311587],9100,9598543
139,330,[312785],9127,"[311808, 312148]",340461476,"[0.07778640091419, 0.04286159947515, 0.2110833972692, 9.166521072388]",606,"[311390, 311534, 311693, 311710]",9106,9623619
140,394,[312786],9127,[312272],340461476,"[0.02991659007967, 462.9128723145]",1094,"[310304, 311434]",9091,9595144
141,457,[312787],9127,[312377],340461476,[164.9729766846],1002,[310926],9061,9579919
142,512,[312788],9127,"[312182, 312205, 312761]",340461476,"[0.291646361351, 190.1275177002]",1097,"[309713, 311378]",9082,9579876
143,539,[312789],9127,[311707],340461476,[91.36643981934],983,[311587],9100,9598543
144,544,[312790],9127,[311918],340461476,"[0.001589341787621, 0.1383531987667, 143.4135284424]",1115,"[311024, 311410, 311852]",9106,9623503
145,570,[312791],9127,"[312253, 312379, 312726]",340461476,"[0.9938684105873, 46.62197113037]",1101,"[311085, 311166]",9103,9614846
146,619,[312792],9127,"[311535, 311850, 312042]",340461476,"[0.003737373976037, 419.4530944824]",1129,"[309112, 311093]",9082,9579265
147,627,[312793],9127,"[311695, 311822]",340461476,[91.36643981934],983,[311587],9100,9598543
148,633,[312794],9127,"[312208, 312276]",340461476,"[0.00608024885878, 0.2648611664772, 638.2354736328]",1191,"[309063, 310264, 311496]",9103,9620383
149,640,[312795],9127,"[312262, 312292, 312318, 312344]",340461476,"[0.2022945582867, 18.97730445862]",1077,"[309628, 310694]",9067,9579404
150,650,[312796],9127,[],340461476,[91.36643981934],983,[311587],9100,9598543
151,789,[312797],9127,"[312406, 312695]",340461476,[6.415345668793],1016,[311099],9073,9579914
152,813,[312798],9127,[312211],340461476,"[0.2022945582867, 18.97730445862]",1077,"[309628, 310694]",9067,9579404
153,894,[312799],9127,[312045],340461476,"[0.9938684105873, 46.62197113037]",1101,"[311085, 311166]",9103,9614846
154,922,[312800],9127,[],340461476,"[0.001589341787621, 0.1383531987667, 143.4135284424]",1115,"[311024, 311410, 311852]",9106,9623503
155,254,[312801],9128,"[312020, 312231]",340461476,[],0,[],0,0
156,405,[312802],9128,"[312552, 312723]",340461476,[],0,[],0,0
157,1144,[312803],9128,[],340461476,[],0,[],0,0
158,0,[],9128,[],340461476,"[0.01393380016088, 28.22364234924]",920,"[311876, 311942]",9128,9641209
159,0,[],9128,[],340461476,"[0.004500716459006, 0.000104425707832, 0.3256022036076, 0.2802394926548, 449.1589050293]",1107,"[308791, 309767, 310921, 311017, 311878]",9128,9625394
160,0,[],9128,[],340461476,"[0.1232986599207, 0.000325211440213, 251.6415405273]",1115,"[311024, 311410, 311852]",9128,9647489
161,0,[],9128,[],340461476,"[0.5577464103699, 42.61071395874]",1161,"[311388, 311573]",9128,9647413
162,0,[],9128,[],340461476,[1103.854003906],1206,[312193],9128,9650630
163,0,[],9128,[],340461476,"[0.4589838087559, 1.592484593391, 4.152346611023]",66,"[311745, 312130, 312195]",9128,9653702
164,0,[],9128,[],340461476,"[162.8214874268, 0.01282161753625]",1103,"[312200, 312340]",9128,9625108
165,0,[],9128,[],340461476,"[13.13446903229, 0.06084720045328]",220,"[312098, 312126]",9128,9653599
166,0,[],9128,[],340461476,"[0.006881600245833, 6.994507312775]",924,"[311825, 311992]",9128,9615391
167,0,[],9128,[],340461476,[305.5492858887],1166,[312216],9128,9650233
168,0,[],9128,[],340461476,[20.48357963562],959,[312246],9128,9650221
169,0,[],9128,[],340461476,"[0.004500716459006, 0.000104425707832, 0.3256022036076, 0.2802394926548, 449.1589050293]",1107,"[308791, 309767, 310921, 311017, 311878]",9128,9646894
170,0,[],9128,[],340461476,"[0.9410800337791, 153.8855895996]",1045,"[311662, 312107]",9128,9621469
171,0,[],9128,[],340461476,[248.2100830078],1176,[311960],9128,9643747
172,0,[],9128,[],340461476,"[0.002095680451021, 0.003067101584747, 0.04963594675064, 349.4105834961]",1134,"[309869, 310164, 310487, 311925]",9128,9624753
173,0,[],9128,[],340461476,"[29.06430435181, 0.03049850650132]",1095,"[311980, 312223]",9128,9649930
174,0,[],9128,[],340461476,"[0.004500716459006, 0.000104425707832, 0.3256022036076, 0.2802394926548, 449.1589050293]",1107,"[308791, 309767, 310921, 311017, 311878]",9128,9654073
175,0,[],9128,[],340461476,"[0.9410800337791, 153.8855895996]",1045,"[311662, 312107]",9128,9654038
176,0,[],9128,[],340461476,"[15.64380931854, 69.99935913086, 231.4492034912]",1090,"[311489, 311817, 311867]",9128,9654008
177,0,[],9128,[],340461476,"[0.9410800337791, 153.8855895996]",1045,"[311662, 312107]",9128,9650666
178,0,[],9128,[],340461476,[248.2100830078],1176,[311960],9128,9641007
179,0,[],9128,[],340461476,"[0.12975884974, 0.03831734135747, 2.370093345642, 32.19076156616, 1.073374509811]",1077,"[311495, 311717, 311875, 311970, 312280]",9128,9637398
180,0,[],9128,[],340461476,"[0.004500716459006, 0.000104425707832, 0.3256022036076, 0.2802394926548, 449.1589050293]",1107,"[308791, 309767, 310921, 311017, 311878]",9128,9653269
181,0,[],9128,[],340461476,"[0.001522800070234, 0.001533600036055, 81.37902069092]",11,"[311754, 311974, 312194]",9128,9650126
182,0,[],9128,[],340461476,"[0.03993326798081, 0.009348763152957, 370.1314697266]",1130,"[309804, 311574, 311840]",9128,9649941
183,35,[312804],9128,"[311950, 312168, 312685]",340461476,"[40.78414154053, 0.002470997394994]",1158,"[311768, 311940]",9104,9605719
184,56,[312805],9128,"[312190, 312407]",340461476,[12.65648937225],92,[311398],9089,9584069
185,87,[312806],9128,[312263],340461476,"[9.259298324585, 12.01739025116, 748.5152587891]",1162,"[311142, 311342, 311833]",9110,9602987
186,90,[312807],9128,"[312052, 312325, 312513]",340461476,"[0.02991620078683, 1.985221266747]",310,"[311480, 311575]",9104,9627914
187,273,[312808],9128,[312269],340461476,[33.28511810303],1179,[311486],9110,9609083
188,326,[312809],9128,"[312250, 312439]",340461476,[12.65648937225],92,[311398],9089,9584069
189,395,[312810],9128,[311748],340461476,[16.17186355591],218,[311479],9107,9606209
190,406,[312811],9128,"[312395, 312635]",340461476,"[0.1808021664619, 7.549132347107, 65.35502624512, 62.44959640503]",1081,"[310341, 311032, 311473, 311568]",9092,9593613
191,433,[312812],9128,[311512],340461476,"[21.82778167725, 0.002160799922422]",537,"[311831, 311946]",9110,9630826
192,1052,[312813],9128,"[310810, 311371, 312604]",340461476,"[0.002225537551567, 0.04559922590852, 951.564453125]",1115,"[311024, 311410, 311852]",9110,9625252
193,613,[312814],9128,[],340461476,[16.17186355591],218,[311479],9107,9606209
194,1028,[312815],9128,"[312060, 312692]",340461476,"[21.82778167725, 0.002160799922422]",537,"[311831, 311946]",9110,9630826
195,711,[312816],9128,[312142],340461476,[154.645690918],236,[311790],9110,9624794
196,724,[312817],9128,[],340461476,"[21.82778167725, 0.002160799922422]",537,"[311831, 311946]",9110,9630826
197,1084,[312818],9128,"[311538, 312016]",340461476,"[40.78414154053, 0.002470997394994]",1158,"[311768, 311940]",9104,9605719
198,1077,[312819],9128,"[311495, 311717, 311875, 311970, 312280]",340461476,[33.28511810303],1179,[311486],9110,9609083
199,962,[312820],9128,[],340461476,"[40.78414154053, 0.002470997394994]",1158,"[311768, 311940]",9104,9605719
200,357,[312821],9129,[],340461476,[],0,[],0,0
201,506,[312822],9129,[312502],340461476,[],0,[],0,0
202,710,[312823],9129,"[312532, 312560]",340461476,[],0,[],0,0
203,949,[312824],9129,[],340461476,[],0,[],0,0
204,0,[],9129,[],340461476,"[0.4657848775387, 214.8526763916]",1113,"[311098, 312152]",9129,9623207
205,0,[],9129,[],340461476,[43.78958511353],1179,[311486],9129,9654979
206,0,[],9129,[],340461476,"[0.1416762024164, 10.80778408051]",91,"[312033, 312170]",9129,9598031
207,0,[],9129,[],340461476,"[0.01069520041347, 21.39621734619]",920,"[311876, 311942]",9129,9651637
208,0,[],9129,[],340461476,[6.02370929718],1124,[311687],9129,9629260
209,0,[],9129,[],340461476,"[12.52682685852, 0.003102800110355]",784,"[312104, 312308]",9129,9645201
210,0,[],9129,[],340461476,"[394.6287536621, 0.00974718015641]",1103,"[312200, 312340]",9129,9641880
211,0,[],9129,[],340461476,"[0.001175999990664, 0.001279599964619, 228.059753418]",11,"[311754, 311974, 312194]",9129,9629034
212,0,[],9129,[],340461476,[0.9955109357834],1060,[311679],9129,9654428
213,0,[],9129,[],340461476,"[0.3094350099564, 1.237457036972, 19.07440948486]",1055,"[309637, 311913, 312233]",9129,9651206
214,0,[],9129,[],340461476,"[15.30633831024, 60.72848892212, 214.621673584]",1090,"[311489, 311817, 311867]",9129,9654378
215,0,[],9129,[],340461476,"[0.3095909953117, 10.64186096191]",586,"[312010, 312192]",9129,9654308
216,0,[],9129,[],340461476,"[14.86529159546, 0.00104200001806]",788,"[312210, 312347]",9129,9654284
217,0,[],9129,[],340461476,"[0.7134271860123, 116.6507797241]",1045,"[311662, 312107]",9129,9655160
218,0,[],9129,[],340461476,"[1.496971964836, 13.3826417923, 22.90503501892]",1023,"[311978, 312179, 312221]",9129,9648626
219,0,[],9129,[],340461476,"[0.01977981254458, 0.2363179475069, 0.03609471023083, 206.1526489258]",1079,"[310725, 311446, 311465, 312137]",9129,9645498
220,0,[],9129,[],340461476,[38.07549667358],1123,[312135],9129,9623177
221,0,[],9129,[],340461476,"[0.3481028079987, 1.207175254822, 11.90915107727]",66,"[311745, 312130, 312195]",9129,9654942
222,0,[],9129,[],340461476,"[2.363327503204, 6.175690174103]",1094,"[311434, 311938]",9129,9651675
223,0,[],9129,[],340461476,"[12.69265651703, 0.07970180362463, 0.01453580055386]",304,"[312091, 312175, 312329]",9129,9651624
224,0,[],9129,[],340461476,"[0.003417621133849, 0.0001438334293198, 0.2467503547668, 0.3611187338829, 414.3305664062]",1107,"[308791, 309767, 310921, 311017, 311878]",9129,9635508
225,0,[],9129,[],340461476,"[0.01069520041347, 21.39621734619]",920,"[311876, 311942]",9129,9654572
226,0,[],9129,[],340461476,"[0.8632714152336, 0.006028400268406]",236,"[311790, 312218]",9129,9644873
227,0,[],9129,[],340461476,"[0.1592441797256, 409.271270752]",1148,"[310731, 311873]",9129,9644850
228,0,[],9129,[],340461476,"[0.4657848775387, 214.8526763916]",1113,"[311098, 312152]",9129,9644643
229,7,[312825],9129,[],340461476,"[0.0009688981226645, 207.1054992676]",1129,"[309112, 311093]",9087,9610068
230,47,[312826],9129,"[311973, 312434]",340461476,"[0.0009688981226645, 207.1054992676]",1129,"[309112, 311093]",9087,9610068
231,174,[312827],9129,"[312353, 312411]",340461476,[177.6438903809],1094,[311434],9099,9612930
232,988,[312828],9129,"[312035, 312516]",340461476,"[0.0178948007524, 0.09157980233431, 209.1243286133]",49,"[311509, 311628, 311801]",9108,9620064
233,183,[312829],9129,[],340461476,"[2.189602375031, 0.373910009861]",892,"[311217, 311565]",9102,9619420
234,191,[312830],9129,[311630],340461476,[181.8036499023],1151,[311269],9096,9588116
235,280,[312831],9129,[311883],340461476,"[0.3840391933918, 35.73518753052]",1042,"[310410, 311286]",9093,9600511
236,310,[312832],9129,[311480],340461476,"[0.3840391933918, 35.73518753052]",1042,"[310410, 311286]",9093,9600511
237,377,[312833],9129,[312219],340461476,[19.0207862854],1069,[311162],9084,9578753
238,398,[312834],9129,[],340461476,[12.7261724472],1126,[310339],9063,9578688
